Order_ID,Customer_ID,City,Restaurant_ID,Restaurant_Name,Cuisine,Order_Value,Delivery_Time(mins),Customer_Rating,Delivery_Partner_ID,Delivery_Partner_Rating,Commission_Earned(%),Distance_km,App_Session_Duration(sec),Used_Promo,Campaign_ID,Payment_Mode,Delivery_Status,New_User,Order_DateTime
OID104641,CID1606,Chennai,RID161,Restaurant_162,Chinese,276.3,35,3.2,DID3044,3.9,15.9,6.15,169,No,CAM12,Cash,Late,No,7/13/2023 9:00
OID104642,CID2202,Mumbai,RID73,Restaurant_95,South Indian,505.52,37,2.8,DID2140,2.7,20.9,4.43,363,No,CAM15,Wallet,Cancelled,Yes,7/13/2023 10:00
OID104643,CID6800,Pune,RID2,Restaurant_117,Fast Food,388.33,35,2,DID4132,3.4,17.2,1,124,No,CAM19,Net Banking,Cancelled,Yes,7/13/2023 11:00
OID104644,CID9337,Ahmedabad,RID79,Restaurant_194,Fast Food,358.61,41,2.9,DID3922,2.7,11.1,4.23,152,No,CAM19,Net Banking,On Time,Yes,7/13/2023 12:00
OID104645,CID1023,Bangalore,RID56,Restaurant_94,Mexican,345.74,30,3.1,DID4137,3.3,12.6,3.36,173,No,CAM6,Net Banking,Late,Yes,7/13/2023 13:00
OID104646,CID6641,Jaipur,RID149,Restaurant_116,Italian,390.57,34,2.3,DID3383,3.1,17.7,7.11,242,Yes,CAM15,Credit Card,Cancelled,Yes,7/13/2023 14:00
OID104647,CID6674,Mumbai,RID64,Restaurant_152,Bakery,332.82,27,,DID3431,3.5,19.8,1.84,194,Yes,CAM1,Credit Card,Cancelled,Yes,7/13/2023 15:00
OID104648,CID9922,Indore,RID199,Restaurant_6,Fast Food,498.72,25,3.1,DID2118,4.6,16.6,3.53,147,Yes,CAM16,Credit Card,Cancelled,Yes,7/13/2023 16:00
OID104649,CID2295,Chennai,RID94,Restaurant_58,Street Food,340.71,48,2.1,DID4097,2.9,18.5,5.01,250,No,CAM19,Net Banking,Cancelled,No,7/13/2023 17:00
OID104650,CID2563,Indore,RID30,Restaurant_188,Bakery,638.94,7,4.1,DID4233,3.3,21.4,9.34,309,No,CAM12,UPI,On Time,Yes,7/13/2023 18:00
OID104651,CID6258,Hyderabad,RID103,Restaurant_58,Continental,619.78,43,4.2,DID4280,3.2,17.3,8.41,70,Yes,CAM11,Wallet,On Time,No,7/13/2023 19:00
OID104652,CID8403,Indore,RID5,Restaurant_103,Fast Food,266.27,25,4.5,DID3637,3.2,24.6,4.41,145,Yes,CAM3,UPI,Cancelled,Yes,7/13/2023 20:00
OID104653,CID5269,Kolkata,RID36,Restaurant_161,Thai,410.46,23,3.5,DID4863,3.4,12,5.2,241,No,CAM12,UPI,Cancelled,Yes,7/13/2023 21:00
OID104654,CID5444,Mumbai,RID102,Restaurant_119,Mexican,302.4,35,4.9,DID2639,3.1,23.6,5.7,101,Yes,CAM3,Net Banking,On Time,Yes,7/13/2023 22:00
OID104655,CID7429,Mumbai,RID156,Restaurant_187,Mexican,351,14,4.7,DID2458,4.9,12.2,2.48,188,No,CAM6,Credit Card,On Time,No,7/13/2023 23:00
OID104656,CID6992,Kolkata,RID199,Restaurant_82,Street Food,700.36,22,3.7,DID2948,3.6,17,4.52,302,No,CAM5,Credit Card,On Time,Yes,7/14/2023 0:00
OID104657,CID5077,Jaipur,RID182,Restaurant_163,Italian,353.86,22,3.3,DID3730,2.8,15.8,7.21,250,Yes,CAM20,Net Banking,Cancelled,Yes,7/14/2023 1:00
OID104658,CID2916,Kolkata,RID85,Restaurant_151,Thai,454.03,29,2,DID3470,3.7,14.3,4.78,242,Yes,CAM10,UPI,On Time,Yes,7/14/2023 2:00
OID104659,CID7526,Mumbai,RID124,Restaurant_193,Biryani,481.2,22,4.1,DID4891,3,24.4,8.4,260,No,CAM13,Net Banking,Late,No,7/14/2023 3:00
OID104660,CID1768,Mumbai,RID113,Restaurant_187,Mexican,249.91,51,3.7,DID2656,3,12.6,3.61,226,Yes,CAM5,Cash,Late,No,7/14/2023 4:00
OID104661,CID9059,Chennai,RID96,Restaurant_72,Italian,271.74,54,4.8,DID2984,3.2,19.5,4.32,173,No,CAM4,UPI,Cancelled,Yes,7/14/2023 5:00
OID104662,CID8746,Kolkata,RID34,Restaurant_197,Mexican,219.1,8,3.8,DID3094,,21.7,4.34,277,No,CAM7,Credit Card,Cancelled,Yes,7/14/2023 6:00
OID104663,CID1044,Delhi,RID177,Restaurant_126,Chinese,267.1,39,5,DID2142,4.3,11.3,1.9,162,Yes,CAM11,Credit Card,Cancelled,Yes,7/14/2023 7:00
OID104664,CID1828,Hyderabad,RID111,Restaurant_155,Bakery,50,42,4.6,DID1603,4.5,24.5,6.71,187,Yes,CAM10,Cash,Cancelled,Yes,7/14/2023 8:00
OID104665,CID5670,Kolkata,RID108,Restaurant_22,Chinese,481.69,39,4.9,DID4145,3.5,17.3,3.83,68,No,CAM3,Net Banking,On Time,Yes,7/14/2023 9:00
OID104666,CID1185,Mumbai,RID144,Restaurant_6,Bakery,708.13,24,3,DID2862,4.2,23.5,5.02,162,No,CAM12,Wallet,On Time,No,7/14/2023 10:00
OID104667,CID5027,Mumbai,RID75,Restaurant_150,Fast Food,422.17,29,2.4,DID1442,3.5,19.3,3.3,206,Yes,CAM20,Wallet,Cancelled,Yes,7/14/2023 11:00
OID104668,CID1206,Jaipur,RID144,Restaurant_195,Italian,187.56,23,4.4,DID1500,2.9,19,7.95,202,No,CAM16,Cash,On Time,No,7/14/2023 12:00
OID104669,CID6103,Lucknow,RID14,Restaurant_159,North Indian,303.58,27,4.4,DID2026,3.5,13.9,6.97,274,Yes,CAM1,Net Banking,Cancelled,Yes,7/14/2023 13:00
OID104670,CID6225,Bangalore,RID56,Restaurant_184,Thai,331.17,17,2.6,DID3004,3.9,21.1,4.62,165,No,CAM20,Credit Card,On Time,No,7/14/2023 14:00
OID104671,CID6107,Kolkata,RID171,Restaurant_159,Italian,247.36,31,4.3,DID3036,2.6,8.5,2.05,168,No,CAM19,Credit Card,On Time,No,7/14/2023 15:00
OID104672,CID2920,Indore,RID190,Restaurant_150,Bakery,529.03,14,,DID1945,4.1,17.4,5.99,157,Yes,CAM14,Wallet,On Time,Yes,7/14/2023 16:00
OID104673,CID9840,Indore,RID26,Restaurant_161,Italian,521.54,30,2.3,DID3573,4.4,8.5,6.67,219,Yes,CAM6,Wallet,Late,No,7/14/2023 17:00
OID104674,CID5526,Delhi,RID110,Restaurant_56,Bakery,226.68,17,3.5,DID4860,4.6,13.2,2.65,324,No,CAM12,Net Banking,On Time,No,7/14/2023 18:00
OID104675,CID1301,Pune,RID51,Restaurant_191,Chinese,508.76,34,4.8,DID1551,2.8,9.6,4.21,15,Yes,CAM9,Credit Card,Cancelled,Yes,7/14/2023 19:00
OID104676,CID5073,Pune,RID103,Restaurant_124,South Indian,629.02,24,3.5,DID1121,2.5,23.5,4.65,161,Yes,CAM7,Cash,Cancelled,No,7/14/2023 20:00
OID104677,CID9944,Pune,RID121,Restaurant_136,Bakery,685.38,35,4.4,DID1407,2.7,18.7,6.67,172,No,CAM17,Net Banking,Cancelled,Yes,7/14/2023 21:00
OID104678,CID3451,Indore,RID134,Restaurant_73,South Indian,829.78,45,2.1,DID4022,4.8,19.4,4.2,29,No,CAM9,Net Banking,Late,No,7/14/2023 22:00
OID104679,CID3919,Surat,RID18,Restaurant_139,Continental,264.7,51,4.2,DID1216,4.4,22.5,6.42,190,Yes,CAM17,Cash,Late,Yes,7/14/2023 23:00
OID104680,CID2334,Chennai,RID118,Restaurant_184,Italian,823.63,5,4.8,DID4400,4.6,20.5,2.95,172,No,CAM1,Cash,Cancelled,Yes,7/15/2023 0:00
OID104681,CID9841,Kolkata,RID81,Restaurant_103,Street Food,346.87,22,3.5,DID1279,3.8,10.1,2.39,165,No,CAM16,Cash,Late,Yes,7/15/2023 1:00
OID104682,CID1395,Pune,RID39,Restaurant_81,Fast Food,311.13,28,3,DID3040,3.8,18.5,8.16,112,No,CAM11,Net Banking,Late,Yes,7/15/2023 2:00
OID104683,CID4424,Chennai,RID67,Restaurant_42,Biryani,449.06,38,3.9,DID3777,3.2,24.6,1.88,193,Yes,CAM6,UPI,On Time,Yes,7/15/2023 3:00
OID104684,CID7268,Bangalore,RID166,Restaurant_56,Biryani,312.69,12,4.7,DID1109,4.6,11.6,3,107,No,CAM2,Net Banking,Cancelled,No,7/15/2023 4:00
OID104685,CID7449,Indore,RID142,Restaurant_198,North Indian,459.86,20,2.5,DID4981,4.6,18.5,6.07,133,Yes,CAM8,Wallet,On Time,Yes,7/15/2023 5:00
OID104686,CID3626,Kolkata,RID18,Restaurant_12,Biryani,201.99,34,3.2,DID1733,3.5,17.6,3.44,184,Yes,CAM10,Wallet,On Time,No,7/15/2023 6:00
OID104687,CID1653,Jaipur,RID64,Restaurant_138,Mexican,364.19,33,2.5,DID2567,3.3,14.7,3.39,282,Yes,CAM9,Net Banking,Late,No,7/15/2023 7:00
OID104688,CID4908,Hyderabad,RID87,Restaurant_2,Thai,592.84,37,,DID3476,4.3,24.2,4.1,233,Yes,CAM15,UPI,On Time,Yes,7/15/2023 8:00
OID104689,CID9417,Kolkata,RID63,Restaurant_74,Street Food,391.44,37,3.6,DID3782,2.6,14.1,0.5,249,No,CAM14,Credit Card,On Time,Yes,7/15/2023 9:00
OID104690,CID7090,Jaipur,RID125,Restaurant_81,Thai,421.24,36,4.8,DID2339,4.6,9.6,6.74,357,Yes,CAM11,Net Banking,On Time,Yes,7/15/2023 10:00
OID104691,CID9912,Chennai,RID99,Restaurant_55,Chinese,471.29,34,3.2,DID1625,3.6,24.4,4.85,235,Yes,CAM2,Credit Card,Cancelled,No,7/15/2023 11:00
OID104692,CID7542,Hyderabad,RID69,Restaurant_50,Fast Food,575.6,33,3.7,DID2240,3.6,20.4,2.88,116,Yes,CAM9,Credit Card,On Time,Yes,7/15/2023 12:00
OID104693,CID5566,Ahmedabad,RID41,Restaurant_68,Continental,151.72,40,4.7,DID3547,4.2,13.8,1.07,155,No,CAM15,UPI,Late,Yes,7/15/2023 13:00
OID104694,CID1344,Ahmedabad,RID157,Restaurant_55,South Indian,487.68,5,3,DID3552,4.1,12.8,1.77,131,Yes,CAM3,UPI,On Time,Yes,7/15/2023 14:00
OID104695,CID8287,Mumbai,RID132,Restaurant_7,Bakery,359.78,51,4,DID1394,,23.8,1.31,189,No,CAM11,Net Banking,Late,Yes,7/15/2023 15:00
OID104696,CID9751,Chennai,RID59,Restaurant_68,Continental,425,6,4.3,DID4113,4.9,12.7,4.95,167,Yes,CAM18,Wallet,Cancelled,No,7/15/2023 16:00
OID104697,CID9855,Delhi,RID194,Restaurant_157,Bakery,558.99,19,3,DID1313,,17.1,4.97,125,No,CAM2,Wallet,On Time,No,7/15/2023 17:00
OID104698,CID1203,Hyderabad,RID157,Restaurant_140,Biryani,220.87,29,2.5,DID3707,3.8,11.7,5.72,,Yes,CAM5,Wallet,Cancelled,Yes,7/15/2023 18:00
OID104699,CID3483,Chennai,RID57,Restaurant_45,South Indian,248.1,40,3.5,DID4078,3.9,24.9,5.97,280,No,CAM20,Cash,Cancelled,No,7/15/2023 19:00
OID104700,CID7418,Surat,RID3,Restaurant_7,North Indian,109.69,5,3.1,DID3129,3.9,21.1,5.76,,No,CAM1,Wallet,Late,No,7/15/2023 20:00
OID104701,CID6270,Chennai,RID54,Restaurant_119,Mexican,317.63,32,2.8,DID4143,3.7,17.6,7.58,120,Yes,CAM19,Cash,On Time,Yes,7/15/2023 21:00
OID104702,CID3579,Surat,RID160,Restaurant_9,North Indian,599.56,42,4.9,DID3016,4.9,20.7,6.89,210,No,CAM1,Net Banking,Late,No,7/15/2023 22:00
OID104703,CID6536,Surat,RID196,Restaurant_1,Street Food,381.91,44,3.5,DID4247,3.1,23.6,6.42,151,No,CAM10,Credit Card,On Time,No,7/15/2023 23:00
OID104704,CID2483,Pune,RID92,Restaurant_7,South Indian,198.98,24,4.6,DID2908,2.8,24.4,4.97,303,No,CAM13,Credit Card,On Time,Yes,7/16/2023 0:00
OID104705,CID7260,Chennai,RID62,Restaurant_40,North Indian,327.15,28,2.6,DID1827,4.8,21.4,5.94,104,No,CAM7,Cash,Late,Yes,7/16/2023 1:00
OID104706,CID5628,Pune,RID154,Restaurant_101,Italian,176.82,25,4.8,DID2202,3,22.4,3.68,253,Yes,CAM16,Wallet,Late,Yes,7/16/2023 2:00
OID104707,CID8165,Lucknow,RID94,Restaurant_197,North Indian,231.22,27,4.4,DID3711,4.4,14.8,4.06,251,No,CAM13,Wallet,On Time,Yes,7/16/2023 3:00
OID104708,CID4385,Pune,RID35,Restaurant_120,Chinese,458.32,20,4.4,DID3039,3,14.7,7.94,272,No,CAM13,Credit Card,Late,Yes,7/16/2023 4:00
OID104709,CID4337,Surat,RID190,Restaurant_90,Chinese,1119.6,21,,DID3008,4.9,21.7,3.39,216,No,CAM2,Net Banking,Late,Yes,7/16/2023 5:00
OID104710,CID4878,Kolkata,RID179,Restaurant_87,South Indian,566.9,37,3.5,DID3067,4.5,20.9,3.24,174,No,CAM9,Net Banking,Cancelled,No,7/16/2023 6:00
OID104711,CID6612,Kolkata,RID102,Restaurant_68,Chinese,389.33,34,3.8,DID2071,4.8,23.3,3.78,391,No,CAM13,Credit Card,Late,Yes,7/16/2023 7:00
OID104712,CID7840,Delhi,RID11,Restaurant_115,Italian,412.84,38,4.4,DID3221,4.9,10.3,3.4,130,No,CAM11,Net Banking,Late,Yes,7/16/2023 8:00
OID104713,CID3165,Delhi,RID134,Restaurant_89,Thai,358.24,35,4.5,DID2407,2.7,19.7,3.57,257,No,CAM12,Credit Card,On Time,Yes,7/16/2023 9:00
OID104714,CID4278,Hyderabad,RID168,Restaurant_52,Bakery,515.93,40,2.2,DID4315,3.6,19,4.98,201,Yes,CAM17,Credit Card,On Time,No,7/16/2023 10:00
OID104715,CID1909,Delhi,RID138,Restaurant_182,Bakery,517.47,43,4.7,DID4521,4.1,21.6,5.05,227,Yes,CAM14,Wallet,Late,No,7/16/2023 11:00
OID104716,CID4110,Mumbai,RID89,Restaurant_199,South Indian,450.26,11,4.8,DID3214,4.5,8.4,6.32,227,Yes,CAM14,UPI,Cancelled,No,7/16/2023 12:00
OID104717,CID8674,Mumbai,RID49,Restaurant_158,Chinese,484.72,22,3.8,DID3238,3.1,22,8.88,113,Yes,CAM11,Wallet,Cancelled,No,7/16/2023 13:00
OID104718,CID5914,Lucknow,RID47,Restaurant_112,South Indian,368.19,29,2.6,DID1072,4.8,13.5,3.76,93,Yes,CAM5,Net Banking,Cancelled,No,7/16/2023 14:00
OID104719,CID5319,Kolkata,RID154,Restaurant_75,Biryani,481.33,32,,DID4901,3.1,19.7,4.37,98,Yes,CAM12,Wallet,On Time,Yes,7/16/2023 15:00
OID104720,CID1338,Surat,RID144,Restaurant_183,Thai,349.32,24,3.6,DID4129,4.7,18.5,0.82,,No,CAM9,Wallet,On Time,No,7/16/2023 16:00
OID104721,CID9243,Bangalore,RID120,Restaurant_23,Mexican,400.33,43,4.5,DID1129,,15.5,1.92,220,Yes,CAM18,Wallet,Late,No,7/16/2023 17:00
OID104722,CID9310,Bangalore,RID61,Restaurant_109,Italian,358.8,56,4.4,DID2762,3.8,20.7,4.21,145,Yes,CAM7,Wallet,On Time,Yes,7/16/2023 18:00
OID104723,CID1875,Ahmedabad,RID75,Restaurant_54,Chinese,331.42,34,2.3,DID4604,3.4,24.3,5.43,85,Yes,CAM16,Credit Card,Late,No,7/16/2023 19:00
OID104724,CID8077,Bangalore,RID181,Restaurant_136,Italian,296.63,33,3.8,DID4747,2.8,13.5,5.48,273,Yes,CAM10,UPI,Late,No,7/16/2023 20:00
OID104725,CID8985,Hyderabad,RID8,Restaurant_36,Chinese,470.15,42,3.4,DID1487,3.4,20.7,5.73,77,No,CAM9,Net Banking,On Time,No,7/16/2023 21:00
OID104726,CID1697,Jaipur,RID24,Restaurant_88,Mexican,596.59,10,4.8,DID2571,3.6,13.3,7.01,238,No,CAM3,Cash,On Time,No,7/16/2023 22:00
OID104727,CID9283,Kolkata,RID22,Restaurant_21,Bakery,575.67,32,2.9,DID2843,3.7,22.4,7.91,140,Yes,CAM15,Credit Card,Late,Yes,7/16/2023 23:00
OID104728,CID8912,Lucknow,RID66,Restaurant_27,Fast Food,211.52,44,2.6,DID2288,4.3,15.4,4.01,297,Yes,CAM3,Net Banking,Cancelled,Yes,7/17/2023 0:00
OID104729,CID1697,Ahmedabad,RID159,Restaurant_121,South Indian,593.38,24,4.7,DID4493,3.4,15.6,2.9,158,Yes,CAM11,Net Banking,Cancelled,Yes,7/17/2023 1:00
OID104730,CID3755,Chennai,RID155,Restaurant_37,Fast Food,352.28,17,2.4,DID2541,3.5,21.1,5.81,,No,CAM17,Cash,Late,Yes,7/17/2023 2:00
OID104731,CID1672,Surat,RID126,Restaurant_163,Chinese,490.11,30,4.1,DID2812,4.8,16.4,6.37,197,No,CAM4,UPI,Cancelled,No,7/17/2023 3:00
OID104732,CID2924,Bangalore,RID185,Restaurant_52,Chinese,264.07,31,,DID2882,4.4,12.5,4.77,133,No,CAM1,Wallet,Cancelled,Yes,7/17/2023 4:00
OID104733,CID2518,Indore,RID78,Restaurant_14,Biryani,421.3,21,3.7,DID1147,2.6,24.9,4.14,265,Yes,CAM5,Wallet,Late,No,7/17/2023 5:00
OID104734,CID9861,Mumbai,RID117,Restaurant_50,Italian,447.06,57,3.8,DID1134,4.5,18.5,3.49,,Yes,CAM4,UPI,Cancelled,No,7/17/2023 6:00
OID104735,CID5622,Surat,RID85,Restaurant_90,Street Food,177.31,26,3.3,DID1724,5,19,4.42,150,Yes,CAM8,Credit Card,On Time,No,7/17/2023 7:00
OID104736,CID4643,Indore,RID70,Restaurant_130,Chinese,491.24,18,4.9,DID3280,4.8,19,5.88,120,Yes,CAM3,Credit Card,On Time,No,7/17/2023 8:00
OID104737,CID2292,Ahmedabad,RID187,Restaurant_42,Biryani,601.89,31,2.4,DID3700,4.6,23,3.16,112,Yes,CAM6,Wallet,Late,Yes,7/17/2023 9:00
OID104738,CID2505,Indore,RID126,Restaurant_23,Chinese,373.8,43,3.2,DID4524,4.1,11.1,2.9,153,No,CAM12,Net Banking,Cancelled,Yes,7/17/2023 10:00
OID104739,CID4271,Hyderabad,RID52,Restaurant_122,South Indian,604.03,32,3.3,DID4192,3.2,9,5.7,309,Yes,CAM3,UPI,On Time,No,7/17/2023 11:00
OID104740,CID3379,Kolkata,RID173,Restaurant_45,Fast Food,371.55,38,3.9,DID2241,4.1,14.6,2.8,188,Yes,CAM5,UPI,Cancelled,No,7/17/2023 12:00
OID104741,CID7386,Jaipur,RID168,Restaurant_100,Fast Food,527.44,22,3.2,DID4623,4.2,17.6,4.8,276,Yes,CAM19,Cash,Cancelled,Yes,7/17/2023 13:00
OID104742,CID7202,Hyderabad,RID116,Restaurant_58,Bakery,67.21,50,,DID3892,3.2,12.9,4.7,82,No,CAM8,Wallet,Late,No,7/17/2023 14:00
OID104743,CID2642,Jaipur,RID119,Restaurant_176,Italian,762.82,39,4.8,DID1672,3.1,19.7,4.5,46,Yes,CAM3,Credit Card,On Time,No,7/17/2023 15:00
OID104744,CID2576,Pune,RID10,Restaurant_64,Continental,624.32,45,3.2,DID3013,3.5,9.3,3.21,124,Yes,CAM3,Wallet,Late,No,7/17/2023 16:00
OID104745,CID6493,Surat,RID71,Restaurant_8,South Indian,357.31,36,3,DID2764,4.1,21.4,7.97,253,No,CAM1,Credit Card,Cancelled,No,7/17/2023 17:00
OID104746,CID9800,Delhi,RID195,Restaurant_140,Bakery,104.19,42,,DID1550,3.2,20.2,5.3,177,No,CAM1,Credit Card,Cancelled,Yes,7/17/2023 18:00
OID104747,CID5516,Lucknow,RID151,Restaurant_197,Street Food,443.2,22,2.6,DID2279,,11.6,3.47,271,No,CAM11,UPI,Cancelled,No,7/17/2023 19:00
OID104748,CID6546,Pune,RID158,Restaurant_14,North Indian,183.41,26,2.3,DID3931,4.7,13.1,5.16,301,No,CAM20,UPI,Late,Yes,7/17/2023 20:00
OID104749,CID1770,Surat,RID11,Restaurant_192,Fast Food,466.73,48,2.4,DID2593,3.2,21.7,8.16,123,No,CAM3,Cash,On Time,Yes,7/17/2023 21:00
OID104750,CID6618,Surat,RID148,Restaurant_67,Bakery,461.73,51,2.5,DID2996,4.9,21.1,4.68,267,Yes,CAM5,Cash,On Time,Yes,7/17/2023 22:00
OID104751,CID3670,Ahmedabad,RID107,Restaurant_142,South Indian,258.79,18,2.6,DID4129,3.7,21.8,7.57,311,Yes,CAM19,Wallet,Cancelled,Yes,7/17/2023 23:00
OID104752,CID7542,Delhi,RID118,Restaurant_164,Thai,568.15,35,3.3,DID1448,2.8,13.5,2.2,283,Yes,CAM15,UPI,Late,No,7/18/2023 0:00
OID104753,CID4948,Lucknow,RID137,Restaurant_164,Biryani,520.84,27,3.9,DID3330,2.6,24.5,2.8,72,No,CAM11,Credit Card,Late,No,7/18/2023 1:00
OID104754,CID4055,Hyderabad,RID18,Restaurant_4,Continental,546.37,24,3.9,DID3764,,20.2,0.5,52,No,CAM4,UPI,On Time,Yes,7/18/2023 2:00
OID104755,CID2954,Chennai,RID155,Restaurant_138,Mexican,401.33,35,2,DID3009,3.1,9.1,8.45,164,Yes,CAM20,Cash,Cancelled,No,7/18/2023 3:00
OID104756,CID2825,Delhi,RID80,Restaurant_177,Continental,187.67,46,4.8,DID3703,4.6,16.1,1.1,167,Yes,CAM4,Net Banking,Late,No,7/18/2023 4:00
OID104757,CID7607,Indore,RID94,Restaurant_132,Continental,546.68,37,4.5,DID3268,4.3,19.3,4.85,267,Yes,CAM2,UPI,Late,No,7/18/2023 5:00
OID104758,CID1529,Lucknow,RID100,Restaurant_183,Mexican,359.44,28,4.9,DID3807,4.7,10.9,7.98,123,Yes,CAM5,Credit Card,Late,No,7/18/2023 6:00
OID104759,CID5837,Lucknow,RID87,Restaurant_110,Mexican,191.53,38,3.1,DID3209,4,23.3,6.44,233,Yes,CAM7,Credit Card,Late,Yes,7/18/2023 7:00
OID104760,CID8451,Mumbai,RID148,Restaurant_178,North Indian,602.81,28,4,DID3343,3.6,20.8,5.25,113,No,CAM3,Net Banking,Cancelled,Yes,7/18/2023 8:00
OID104761,CID3603,Kolkata,RID123,Restaurant_21,South Indian,714.91,37,2.5,DID2924,3.2,9.4,7.07,228,No,CAM6,Wallet,Late,No,7/18/2023 9:00
OID104762,CID3404,Surat,RID116,Restaurant_28,Street Food,393.81,49,4.5,DID2949,4,23.5,3.16,,Yes,CAM3,Wallet,Cancelled,No,7/18/2023 10:00
OID104763,CID1296,Pune,RID60,Restaurant_43,South Indian,723.87,7,2.5,DID3302,4,14.9,5.54,229,No,CAM3,Credit Card,Late,No,7/18/2023 11:00
OID104764,CID6137,Delhi,RID157,Restaurant_198,Street Food,413.7,42,3,DID4499,3.5,15.7,4.27,171,Yes,CAM1,UPI,Cancelled,No,7/18/2023 12:00
OID104765,CID4700,Jaipur,RID99,Restaurant_95,Bakery,342.93,14,3.5,DID1640,4.8,21.3,4.23,23,Yes,CAM14,Net Banking,Cancelled,No,7/18/2023 13:00
OID104766,CID8706,Mumbai,RID25,Restaurant_129,Thai,305.43,47,3.8,DID3075,4.1,18.9,4.88,241,Yes,CAM8,Cash,On Time,No,7/18/2023 14:00
OID104767,CID1114,Mumbai,RID200,Restaurant_6,South Indian,645.56,24,3.7,DID1228,4.6,15.4,6.85,294,No,CAM7,UPI,Late,No,7/18/2023 15:00
OID104768,CID8799,Hyderabad,RID9,Restaurant_78,Italian,282.98,17,2.3,DID2603,4.1,12.4,7.63,133,Yes,CAM2,Net Banking,Cancelled,Yes,7/18/2023 16:00
OID104769,CID8821,Kolkata,RID170,Restaurant_78,Chinese,510.29,40,3.3,DID2078,3.3,16.8,3.97,265,No,CAM3,Cash,Late,No,7/18/2023 17:00
OID104770,CID5466,Indore,RID52,Restaurant_180,Biryani,316.13,36,4.8,DID3026,4.3,17.8,2.32,151,Yes,CAM13,Net Banking,On Time,No,7/18/2023 18:00
OID104771,CID6953,Chennai,RID198,Restaurant_60,Mexican,330.95,20,4.6,DID3420,3.1,18.7,2.86,92,Yes,CAM11,Credit Card,On Time,Yes,7/18/2023 19:00
OID104772,CID5563,Delhi,RID176,Restaurant_16,Fast Food,554.54,17,3.8,DID4976,4,18.3,8.4,151,No,CAM17,Wallet,Late,No,7/18/2023 20:00
OID104773,CID5854,Hyderabad,RID65,Restaurant_102,Chinese,342.99,30,3.7,DID2547,3.5,18.5,7.46,185,No,CAM7,Cash,Cancelled,No,7/18/2023 21:00
OID104774,CID8868,Chennai,RID6,Restaurant_82,Italian,339.28,18,2.3,DID3526,2.9,16.1,2.32,94,No,CAM16,UPI,Cancelled,Yes,7/18/2023 22:00
OID104775,CID1929,Jaipur,RID88,Restaurant_175,Chinese,569.92,19,2.6,DID3770,3.5,17.6,7.82,308,No,CAM7,UPI,Late,Yes,7/18/2023 23:00
OID104776,CID9713,Surat,RID121,Restaurant_200,Street Food,639.61,33,2.8,DID2444,3.3,12.9,3.08,78,No,CAM16,Net Banking,Cancelled,Yes,7/19/2023 0:00
OID104777,CID3254,Chennai,RID53,Restaurant_119,Biryani,496.7,20,,DID4139,2.8,10.7,5.83,157,No,CAM20,Cash,On Time,No,7/19/2023 1:00
OID104778,CID4222,Jaipur,RID103,Restaurant_124,Italian,301.78,37,4.2,DID2165,4.6,18.3,3.08,126,No,CAM6,Net Banking,On Time,No,7/19/2023 2:00
OID104779,CID2309,Chennai,RID139,Restaurant_33,Bakery,323.41,50,3.4,DID2312,3.7,8.8,8.83,308,Yes,CAM16,UPI,Late,Yes,7/19/2023 3:00
OID104780,CID8271,Hyderabad,RID187,Restaurant_24,Bakery,411.99,30,2.4,DID1251,3.4,9.1,3.36,79,No,CAM10,Credit Card,On Time,Yes,7/19/2023 4:00
OID104781,CID2040,Indore,RID149,Restaurant_26,Fast Food,448.14,34,3.3,DID1115,3.8,12.2,2.4,266,Yes,CAM19,UPI,Late,Yes,7/19/2023 5:00
OID104782,CID5739,Ahmedabad,RID25,Restaurant_35,Biryani,251.82,56,2.5,DID3418,4.4,11.3,3.59,216,Yes,CAM2,Credit Card,On Time,No,7/19/2023 6:00
OID104783,CID7396,Ahmedabad,RID14,Restaurant_114,Thai,508.46,18,4.3,DID1184,2.5,14.4,9.75,100,Yes,CAM15,Credit Card,Cancelled,No,7/19/2023 7:00
OID104784,CID2203,Delhi,RID133,Restaurant_28,Street Food,412.83,46,,DID1525,3.9,14.3,5.02,172,Yes,CAM6,UPI,Late,Yes,7/19/2023 8:00
OID104785,CID6553,Delhi,RID191,Restaurant_180,North Indian,142.64,45,3.4,DID4428,3.7,10,2.44,185,No,CAM17,Cash,On Time,No,7/19/2023 9:00
OID104786,CID4995,Indore,RID6,Restaurant_104,Italian,260.66,42,4.1,DID2500,4.7,12.2,2.92,247,No,CAM1,Credit Card,Late,No,7/19/2023 10:00
OID104787,CID5461,Kolkata,RID76,Restaurant_133,Italian,324.38,48,2.7,DID2428,3.9,8.1,1,148,No,CAM3,UPI,On Time,No,7/19/2023 11:00
OID104788,CID7901,Bangalore,RID29,Restaurant_28,Biryani,389.07,35,2.2,DID4315,2.8,14,5.58,251,No,CAM6,Net Banking,Late,No,7/19/2023 12:00
OID104789,CID8961,Ahmedabad,RID181,Restaurant_1,Thai,683.39,25,3.7,DID4039,3.5,21.5,2,204,No,CAM7,UPI,Cancelled,Yes,7/19/2023 13:00
OID104790,CID7348,Lucknow,RID173,Restaurant_145,Italian,435.73,45,2.2,DID3391,4.1,12.5,6.71,236,No,CAM9,Net Banking,Cancelled,Yes,7/19/2023 14:00
